gene	W8
ENSMUSG00000043692	0
ENSMUSG00000043698	0
ENSMUSG00000043702	1092
ENSMUSG00000043705	4
ENSMUSG00000043715	0
ENSMUSG00000043716	22658
ENSMUSG00000043719	82
ENSMUSG00000043727	0
ENSMUSG00000043733	7982
ENSMUSG00000043740	6
ENSMUSG00000043747	7
ENSMUSG00000043753	118
ENSMUSG00000043760	0
ENSMUSG00000043770	137
ENSMUSG00000043773	78
ENSMUSG00000043782	546
ENSMUSG00000043787	0
ENSMUSG00000043789	10
ENSMUSG00000043794	38
ENSMUSG00000043795	602
ENSMUSG00000043800	0
ENSMUSG00000043801	5
ENSMUSG00000043807	72
ENSMUSG00000043811	18
ENSMUSG00000043822	778
ENSMUSG00000043827	0
ENSMUSG00000043831	586
ENSMUSG00000043832	245
ENSMUSG00000043833	666
ENSMUSG00000043843	36
ENSMUSG00000043850	0
ENSMUSG00000043855	0
ENSMUSG00000043857	113
ENSMUSG00000043859	0
ENSMUSG00000043865	0
ENSMUSG00000043866	2353
ENSMUSG00000043870	0
ENSMUSG00000043872	568
ENSMUSG00000043873	0
ENSMUSG00000043880	0
ENSMUSG00000043881	1557
ENSMUSG00000043885	1321
ENSMUSG00000043889	24
ENSMUSG00000043892	0
ENSMUSG00000043895	1557
ENSMUSG00000043897	0
ENSMUSG00000043903	202
ENSMUSG00000043909	3523
ENSMUSG00000043911	0
ENSMUSG00000043913	502
ENSMUSG00000043923	1576
ENSMUSG00000043924	286
ENSMUSG00000043925	0
ENSMUSG00000043929	678
ENSMUSG00000043931	28
ENSMUSG00000043932	12
ENSMUSG00000043939	14
ENSMUSG00000043940	3930
ENSMUSG00000043943	567
ENSMUSG00000043945	0
ENSMUSG00000043948	1
ENSMUSG00000043953	327
ENSMUSG00000043962	9120
ENSMUSG00000043964	2218
ENSMUSG00000043969	2
ENSMUSG00000043972	0
ENSMUSG00000043982	0
ENSMUSG00000043986	0
ENSMUSG00000043987	2203
ENSMUSG00000043991	2105
ENSMUSG00000043993	390
ENSMUSG00000043998	3454
ENSMUSG00000043999	60
ENSMUSG00000044005	42
ENSMUSG00000044006	34
ENSMUSG00000044014	1
ENSMUSG00000044017	472
ENSMUSG00000044018	1685
ENSMUSG00000044021	0
ENSMUSG00000044022	16
ENSMUSG00000044024	73
ENSMUSG00000044025	0
ENSMUSG00000044026	437
ENSMUSG00000044029	0
ENSMUSG00000044030	1580
ENSMUSG00000044033	8593
ENSMUSG00000044034	33
ENSMUSG00000044037	4346
ENSMUSG00000044039	0
ENSMUSG00000044040	0
ENSMUSG00000044041	0
ENSMUSG00000044042	1319
ENSMUSG00000044043	125
ENSMUSG00000044052	5
ENSMUSG00000044055	0
ENSMUSG00000044056	25
ENSMUSG00000044058	0
ENSMUSG00000044061	0
ENSMUSG00000044062	142
ENSMUSG00000044065	0
ENSMUSG00000044066	1430
ENSMUSG00000044067	0
ENSMUSG00000044068	1864
ENSMUSG00000044071	1
ENSMUSG00000044072	1202
ENSMUSG00000044080	15151
ENSMUSG00000044081	124
ENSMUSG00000044083	8
ENSMUSG00000044084	0
ENSMUSG00000044086	766
ENSMUSG00000044092	60
ENSMUSG00000044098	2020
ENSMUSG00000044103	1
ENSMUSG00000044106	0
ENSMUSG00000044117	18
ENSMUSG00000044120	0
ENSMUSG00000044121	0
ENSMUSG00000044122	216
ENSMUSG00000044125	10
ENSMUSG00000044134	1530
ENSMUSG00000044139	42
ENSMUSG00000044141	0
ENSMUSG00000044145	89
ENSMUSG00000044147	4933
ENSMUSG00000044148	1963
ENSMUSG00000044149	346
ENSMUSG00000044150	1076
ENSMUSG00000044155	1053
ENSMUSG00000044156	194
ENSMUSG00000044162	67
ENSMUSG00000044164	18
ENSMUSG00000044165	16
ENSMUSG00000044167	2151
ENSMUSG00000044170	0
ENSMUSG00000044172	5
ENSMUSG00000044176	0
ENSMUSG00000044177	2127
ENSMUSG00000044186	0
ENSMUSG00000044197	2546
ENSMUSG00000044199	67
ENSMUSG00000044201	12
ENSMUSG00000044205	0
ENSMUSG00000044206	20
ENSMUSG00000044211	5
ENSMUSG00000044213	0
ENSMUSG00000044216	86
ENSMUSG00000044217	4610
ENSMUSG00000044220	6
ENSMUSG00000044221	4994
ENSMUSG00000044222	0
ENSMUSG00000044224	3901
ENSMUSG00000044227	0
ENSMUSG00000044229	849
ENSMUSG00000044231	191
ENSMUSG00000044243	1
ENSMUSG00000044244	80
ENSMUSG00000044248	5
ENSMUSG00000044249	0
ENSMUSG00000044250	373
ENSMUSG00000044252	2522
ENSMUSG00000044254	0
ENSMUSG00000044258	394
ENSMUSG00000044265	0
ENSMUSG00000044268	3
ENSMUSG00000044276	16
ENSMUSG00000044279	2178
ENSMUSG00000044285	92
ENSMUSG00000044286	0
ENSMUSG00000044287	1
ENSMUSG00000044288	2790
ENSMUSG00000044292	0
ENSMUSG00000044293	0
ENSMUSG00000044294	0
ENSMUSG00000044296	106
ENSMUSG00000044303	11
ENSMUSG00000044306	1
ENSMUSG00000044308	7103
ENSMUSG00000044309	16
ENSMUSG00000044312	4
ENSMUSG00000044313	58
ENSMUSG00000044317	622
ENSMUSG00000044320	96
ENSMUSG00000044322	443
ENSMUSG00000044328	603
ENSMUSG00000044330	1
ENSMUSG00000044337	1997
ENSMUSG00000044338	949
ENSMUSG00000044339	288
ENSMUSG00000044340	1362
ENSMUSG00000044345	3153
ENSMUSG00000044348	288
ENSMUSG00000044349	3650
ENSMUSG00000044350	1901
ENSMUSG00000044352	185
ENSMUSG00000044359	2
ENSMUSG00000044361	12
ENSMUSG00000044362	29
ENSMUSG00000044364	32
ENSMUSG00000044365	156
ENSMUSG00000044367	1524
ENSMUSG00000044375	3
ENSMUSG00000044377	2
ENSMUSG00000044378	31
ENSMUSG00000044387	12
ENSMUSG00000044390	47
ENSMUSG00000044393	6156
ENSMUSG00000044400	0
ENSMUSG00000044405	329
ENSMUSG00000044408	2513
ENSMUSG00000044424	8
ENSMUSG00000044429	0
ENSMUSG00000044430	0
ENSMUSG00000044433	1415
ENSMUSG00000044434	0
ENSMUSG00000044441	0
ENSMUSG00000044442	1084
ENSMUSG00000044444	0
ENSMUSG00000044447	1734
ENSMUSG00000044452	1162
ENSMUSG00000044453	0
ENSMUSG00000044454	0
ENSMUSG00000044456	1055
ENSMUSG00000044457	0
ENSMUSG00000044461	3731
ENSMUSG00000044465	2030
ENSMUSG00000044468	5160
ENSMUSG00000044469	77
ENSMUSG00000044471	18
ENSMUSG00000044475	1332
ENSMUSG00000044477	4401
ENSMUSG00000044485	9
ENSMUSG00000044487	0
ENSMUSG00000044496	3044
ENSMUSG00000044499	32
ENSMUSG00000044501	1412
ENSMUSG00000044502	2503
ENSMUSG00000044505	13
ENSMUSG00000044515	0
ENSMUSG00000044518	0
ENSMUSG00000044519	0
ENSMUSG00000044522	158
ENSMUSG00000044526	0
ENSMUSG00000044528	50
ENSMUSG00000044533	17174
ENSMUSG00000044534	60
ENSMUSG00000044537	0
ENSMUSG00000044538	0
ENSMUSG00000044542	0
ENSMUSG00000044544	0
ENSMUSG00000044548	474
ENSMUSG00000044550	688
ENSMUSG00000044551	333
ENSMUSG00000044556	22
ENSMUSG00000044560	0
ENSMUSG00000044562	883
ENSMUSG00000044566	127
ENSMUSG00000044573	2087
ENSMUSG00000044574	1
ENSMUSG00000044576	1
ENSMUSG00000044581	0
ENSMUSG00000044583	241
ENSMUSG00000044594	0
ENSMUSG00000044595	67
ENSMUSG00000044597	0
ENSMUSG00000044600	4318
ENSMUSG00000044609	3
ENSMUSG00000044617	1051
ENSMUSG00000044624	0
ENSMUSG00000044626	95
ENSMUSG00000044627	9334
ENSMUSG00000044628	494
ENSMUSG00000044629	166
ENSMUSG00000044633	43
ENSMUSG00000044636	443
ENSMUSG00000044639	0
ENSMUSG00000044641	832
ENSMUSG00000044645	16
ENSMUSG00000044646	201
ENSMUSG00000044647	48
ENSMUSG00000044649	0
ENSMUSG00000044664	0
ENSMUSG00000044667	2311
ENSMUSG00000044674	3950
ENSMUSG00000044676	2355
ENSMUSG00000044678	17
ENSMUSG00000044681	225
ENSMUSG00000044689	4
ENSMUSG00000044694	542
ENSMUSG00000044697	0
ENSMUSG00000044700	2238
ENSMUSG00000044701	4
ENSMUSG00000044702	148
ENSMUSG00000044703	26
ENSMUSG00000044705	0
ENSMUSG00000044707	241
ENSMUSG00000044708	186
ENSMUSG00000044709	1194
ENSMUSG00000044712	956
ENSMUSG00000044715	764
ENSMUSG00000044716	83
ENSMUSG00000044719	0
ENSMUSG00000044724	3
ENSMUSG00000044726	1
ENSMUSG00000044730	1160
ENSMUSG00000044734	172
ENSMUSG00000044737	2
ENSMUSG00000044743	0
ENSMUSG00000044748	6
ENSMUSG00000044749	377
ENSMUSG00000044751	41
ENSMUSG00000044757	2
ENSMUSG00000044763	1099
ENSMUSG00000044768	757
ENSMUSG00000044770	105
ENSMUSG00000044772	0
ENSMUSG00000044783	3849
ENSMUSG00000044786	6300
ENSMUSG00000044787	0
ENSMUSG00000044788	829
ENSMUSG00000044791	4314
ENSMUSG00000044792	4570
ENSMUSG00000044795	938
ENSMUSG00000044798	0
ENSMUSG00000044801	0
ENSMUSG00000044807	582
ENSMUSG00000044811	304
ENSMUSG00000044813	1423
ENSMUSG00000044814	3
ENSMUSG00000044816	2
ENSMUSG00000044819	0
ENSMUSG00000044820	1
ENSMUSG00000044824	0
ENSMUSG00000044827	183
ENSMUSG00000044835	219
ENSMUSG00000044847	419
ENSMUSG00000044854	10
ENSMUSG00000044857	2469
ENSMUSG00000044860	4
ENSMUSG00000044863	0
ENSMUSG00000044864	2714
ENSMUSG00000044867	3
ENSMUSG00000044876	718
ENSMUSG00000044881	232
ENSMUSG00000044894	3930
ENSMUSG00000044897	0
ENSMUSG00000044899	0
ENSMUSG00000044903	0
ENSMUSG00000044906	420
ENSMUSG00000044912	2
ENSMUSG00000044916	145
ENSMUSG00000044921	281
ENSMUSG00000044923	0
ENSMUSG00000044927	286
ENSMUSG00000044933	62
ENSMUSG00000044934	1940
ENSMUSG00000044937	299
ENSMUSG00000044938	1504
ENSMUSG00000044948	5
ENSMUSG00000044949	482
ENSMUSG00000044950	1325
ENSMUSG00000044951	5419
ENSMUSG00000044952	912
ENSMUSG00000044957	0
ENSMUSG00000044966	7
ENSMUSG00000044968	542
ENSMUSG00000044976	60
ENSMUSG00000044982	473
ENSMUSG00000044985	0
ENSMUSG00000044986	1732
ENSMUSG00000044988	0
ENSMUSG00000044991	199
ENSMUSG00000044994	0
ENSMUSG00000044997	0
ENSMUSG00000045004	4
ENSMUSG00000045005	4117
ENSMUSG00000045007	137
ENSMUSG00000045008	23
ENSMUSG00000045009	33
ENSMUSG00000045010	6
ENSMUSG00000045013	0
ENSMUSG00000045019	0
ENSMUSG00000045022	0
ENSMUSG00000045027	0
ENSMUSG00000045030	0
ENSMUSG00000045031	589
ENSMUSG00000045034	0
ENSMUSG00000045036	110
ENSMUSG00000045038	1153
ENSMUSG00000045039	5935
ENSMUSG00000045045	847
ENSMUSG00000045048	0
ENSMUSG00000045052	0
ENSMUSG00000045053	1
ENSMUSG00000045055	1
ENSMUSG00000045062	35
ENSMUSG00000045064	484
ENSMUSG00000045065	3
ENSMUSG00000045071	473
ENSMUSG00000045075	8
ENSMUSG00000045078	2566
ENSMUSG00000045083	0
ENSMUSG00000045087	17
ENSMUSG00000045091	0
ENSMUSG00000045092	1766
ENSMUSG00000045094	2280
ENSMUSG00000045095	4753
ENSMUSG00000045098	5459
ENSMUSG00000045100	444
ENSMUSG00000045102	51
ENSMUSG00000045103	1682
ENSMUSG00000045104	8
ENSMUSG00000045106	23
ENSMUSG00000045107	548
ENSMUSG00000045109	0
ENSMUSG00000045111	0
ENSMUSG00000045114	34
ENSMUSG00000045126	0
ENSMUSG00000045128	15539
ENSMUSG00000045132	0
ENSMUSG00000045136	86
ENSMUSG00000045140	341
ENSMUSG00000045148	0
ENSMUSG00000045150	0
ENSMUSG00000045160	1616
ENSMUSG00000045165	322
ENSMUSG00000045174	8
ENSMUSG00000045176	1111
ENSMUSG00000045178	0
ENSMUSG00000045179	1
ENSMUSG00000045180	2499
ENSMUSG00000045193	5704
ENSMUSG00000045201	65
ENSMUSG00000045202	0
ENSMUSG00000045204	0
ENSMUSG00000045205	2355
ENSMUSG00000045210	2935
ENSMUSG00000045211	1683
ENSMUSG00000045215	8
ENSMUSG00000045216	6603
ENSMUSG00000045217	0
ENSMUSG00000045225	0
ENSMUSG00000045231	300
ENSMUSG00000045232	24
ENSMUSG00000045236	0
ENSMUSG00000045237	706
ENSMUSG00000045238	1
ENSMUSG00000045246	1468
ENSMUSG00000045248	837
ENSMUSG00000045251	523
ENSMUSG00000045252	1973
ENSMUSG00000045257	752
ENSMUSG00000045259	173
ENSMUSG00000045267	0
ENSMUSG00000045268	546
ENSMUSG00000045273	20
ENSMUSG00000045275	310
ENSMUSG00000045281	6
ENSMUSG00000045282	280
ENSMUSG00000045284	149
ENSMUSG00000045287	535
ENSMUSG00000045288	9
ENSMUSG00000045291	4
ENSMUSG00000045294	3229
ENSMUSG00000045302	4321
ENSMUSG00000045306	0
ENSMUSG00000045312	2911
ENSMUSG00000045314	967
ENSMUSG00000045316	790
ENSMUSG00000045318	3
ENSMUSG00000045319	750
ENSMUSG00000045322	188
ENSMUSG00000045326	110
ENSMUSG00000045327	52
ENSMUSG00000045328	124
ENSMUSG00000045330	6
ENSMUSG00000045331	0
ENSMUSG00000045333	233
ENSMUSG00000045336	0
ENSMUSG00000045337	0
ENSMUSG00000045339	0
ENSMUSG00000045340	0
ENSMUSG00000045341	0
ENSMUSG00000045345	4
ENSMUSG00000045348	655
ENSMUSG00000045349	76
ENSMUSG00000045350	1
ENSMUSG00000045362	63
ENSMUSG00000045364	0
ENSMUSG00000045374	2508
ENSMUSG00000045377	445
ENSMUSG00000045378	0
ENSMUSG00000045381	9
ENSMUSG00000045382	791
ENSMUSG00000045391	0
ENSMUSG00000045392	149
ENSMUSG00000045394	21359
ENSMUSG00000045395	0
ENSMUSG00000045404	71
ENSMUSG00000045409	3425
ENSMUSG00000045410	1302
ENSMUSG00000045411	3021
ENSMUSG00000045414	914
ENSMUSG00000045417	0
ENSMUSG00000045421	0
ENSMUSG00000045427	6151
ENSMUSG00000045435	587
ENSMUSG00000045438	1213
ENSMUSG00000045440	0
ENSMUSG00000045441	46
ENSMUSG00000045455	2
ENSMUSG00000045463	0
ENSMUSG00000045464	262
ENSMUSG00000045466	527
ENSMUSG00000045467	120
ENSMUSG00000045471	0
ENSMUSG00000045474	0
ENSMUSG00000045475	0
ENSMUSG00000045479	0
ENSMUSG00000045482	4752
ENSMUSG00000045493	0
ENSMUSG00000045498	29
ENSMUSG00000045502	26
ENSMUSG00000045503	991
ENSMUSG00000045506	29
ENSMUSG00000045508	0
ENSMUSG00000045509	4
ENSMUSG00000045514	0
ENSMUSG00000045515	1
ENSMUSG00000045518	0
ENSMUSG00000045519	544
ENSMUSG00000045521	0
ENSMUSG00000045528	0
ENSMUSG00000045532	4
ENSMUSG00000045534	98
ENSMUSG00000045538	376
ENSMUSG00000045539	0
ENSMUSG00000045540	0
ENSMUSG00000045545	20
ENSMUSG00000045551	2
ENSMUSG00000045555	57
ENSMUSG00000045559	0
ENSMUSG00000045566	0
ENSMUSG00000045569	2
ENSMUSG00000045573	802
ENSMUSG00000045575	0
ENSMUSG00000045576	1101
ENSMUSG00000045581	0
ENSMUSG00000045584	0
ENSMUSG00000045587	0
ENSMUSG00000045589	14
ENSMUSG00000045591	0
ENSMUSG00000045594	4543
ENSMUSG00000045598	960
ENSMUSG00000045608	5
ENSMUSG00000045609	0
ENSMUSG00000045613	39
ENSMUSG00000045620	28
ENSMUSG00000045624	1298
ENSMUSG00000045625	743
ENSMUSG00000045629	890
ENSMUSG00000045631	0
ENSMUSG00000045636	5792
ENSMUSG00000045639	2265
ENSMUSG00000045648	0
ENSMUSG00000045655	0
ENSMUSG00000045657	23
ENSMUSG00000045658	1237
ENSMUSG00000045659	1298
ENSMUSG00000045662	10
ENSMUSG00000045664	478
ENSMUSG00000045665	1422
ENSMUSG00000045667	3099
ENSMUSG00000045671	2659
ENSMUSG00000045672	895
ENSMUSG00000045678	0
ENSMUSG00000045679	1115
ENSMUSG00000045680	81
ENSMUSG00000045684	0
ENSMUSG00000045689	49
ENSMUSG00000045690	137
ENSMUSG00000045691	486
ENSMUSG00000045693	0
ENSMUSG00000045694	0
ENSMUSG00000045699	4
ENSMUSG00000045708	0
ENSMUSG00000045709	3
ENSMUSG00000045725	613
ENSMUSG00000045730	269
ENSMUSG00000045731	377
ENSMUSG00000045733	7
ENSMUSG00000045744	8
ENSMUSG00000045746	9
ENSMUSG00000045751	158
ENSMUSG00000045752	1454
ENSMUSG00000045757	799
ENSMUSG00000045761	1900
ENSMUSG00000045763	225
ENSMUSG00000045767	7262
ENSMUSG00000045775	38
ENSMUSG00000045776	409
ENSMUSG00000045777	88
ENSMUSG00000045780	0
ENSMUSG00000045790	1272
ENSMUSG00000045792	0
ENSMUSG00000045794	0
ENSMUSG00000045795	1288
ENSMUSG00000045797	0
ENSMUSG00000045799	86
ENSMUSG00000045802	12
ENSMUSG00000045812	0
ENSMUSG00000045813	1
ENSMUSG00000045815	0
ENSMUSG00000045817	4861
ENSMUSG00000045822	512
ENSMUSG00000045824	0
ENSMUSG00000045826	103
ENSMUSG00000045827	1793
ENSMUSG00000045835	0
ENSMUSG00000045838	1375
ENSMUSG00000045842	0
ENSMUSG00000045854	839
ENSMUSG00000045867	594
ENSMUSG00000045868	70
ENSMUSG00000045871	93
ENSMUSG00000045875	410
ENSMUSG00000045876	22
ENSMUSG00000045877	5
ENSMUSG00000045883	0
ENSMUSG00000045886	8
ENSMUSG00000045896	2895
ENSMUSG00000045903	16
ENSMUSG00000045912	14
ENSMUSG00000045915	16
ENSMUSG00000045917	644
ENSMUSG00000045928	1
ENSMUSG00000045929	3
ENSMUSG00000045930	1390
ENSMUSG00000045932	792
ENSMUSG00000045934	1455
ENSMUSG00000045942	21
ENSMUSG00000045948	1060
ENSMUSG00000045952	0
ENSMUSG00000045954	2702
ENSMUSG00000045962	15083
ENSMUSG00000045967	0
ENSMUSG00000045968	21
ENSMUSG00000045969	1950
ENSMUSG00000045973	5539
ENSMUSG00000045975	2022
ENSMUSG00000045980	1375
ENSMUSG00000045983	23370
ENSMUSG00000045989	0
ENSMUSG00000045991	44
ENSMUSG00000045994	12
ENSMUSG00000045996	623
ENSMUSG00000046000	0
ENSMUSG00000046005	1
ENSMUSG00000046006	21
ENSMUSG00000046008	0
ENSMUSG00000046010	984
ENSMUSG00000046016	0
ENSMUSG00000046020	1654
ENSMUSG00000046027	695
ENSMUSG00000046031	21
ENSMUSG00000046032	2062
ENSMUSG00000046034	947
ENSMUSG00000046041	0
ENSMUSG00000046049	0
ENSMUSG00000046056	447
ENSMUSG00000046057	0
ENSMUSG00000046058	374
ENSMUSG00000046062	5992
ENSMUSG00000046070	288
ENSMUSG00000046079	6494
ENSMUSG00000046080	201
ENSMUSG00000046082	0
ENSMUSG00000046085	0
ENSMUSG00000046093	143
ENSMUSG00000046095	0
ENSMUSG00000046096	2119
ENSMUSG00000046101	31
ENSMUSG00000046108	1
ENSMUSG00000046109	0
ENSMUSG00000046110	45
ENSMUSG00000046111	1127
ENSMUSG00000046119	0
ENSMUSG00000046130	0
ENSMUSG00000046133	0
ENSMUSG00000046138	2247
ENSMUSG00000046139	2625
ENSMUSG00000046145	0
ENSMUSG00000046150	0
ENSMUSG00000046152	233
ENSMUSG00000046157	547
ENSMUSG00000046159	53
ENSMUSG00000046160	0
ENSMUSG00000046167	124
ENSMUSG00000046168	1
ENSMUSG00000046169	207
ENSMUSG00000046173	0
ENSMUSG00000046178	0
ENSMUSG00000046179	58
ENSMUSG00000046180	0
ENSMUSG00000046182	0
ENSMUSG00000046185	1252
ENSMUSG00000046186	76
ENSMUSG00000046191	75
ENSMUSG00000046192	22
ENSMUSG00000046196	2
ENSMUSG00000046201	3481
ENSMUSG00000046203	0
ENSMUSG00000046204	4
ENSMUSG00000046207	209
ENSMUSG00000046210	0
ENSMUSG00000046213	1
ENSMUSG00000046215	1
ENSMUSG00000046219	46
ENSMUSG00000046223	149
ENSMUSG00000046229	1128
ENSMUSG00000046230	1290
ENSMUSG00000046240	20
ENSMUSG00000046242	10
ENSMUSG00000046245	97
ENSMUSG00000046248	0
ENSMUSG00000046258	0
ENSMUSG00000046259	0
ENSMUSG00000046262	0
ENSMUSG00000046269	326
ENSMUSG00000046272	1
ENSMUSG00000046275	882
ENSMUSG00000046280	832
ENSMUSG00000046282	0
ENSMUSG00000046287	16
ENSMUSG00000046295	22
ENSMUSG00000046300	0
ENSMUSG00000046311	3339
ENSMUSG00000046312	1476
ENSMUSG00000046314	1893
ENSMUSG00000046317	10
ENSMUSG00000046318	611
ENSMUSG00000046321	0
ENSMUSG00000046323	2
ENSMUSG00000046324	6805
ENSMUSG00000046329	6241
ENSMUSG00000046330	5575
ENSMUSG00000046334	1
ENSMUSG00000046337	221
ENSMUSG00000046338	2
ENSMUSG00000046341	1
ENSMUSG00000046345	223
ENSMUSG00000046351	1874
ENSMUSG00000046352	13
ENSMUSG00000046354	0
ENSMUSG00000046364	7261
ENSMUSG00000046367	1
ENSMUSG00000046372	4
ENSMUSG00000046378	4
ENSMUSG00000046380	181
ENSMUSG00000046387	94
ENSMUSG00000046388	0
ENSMUSG00000046396	0
ENSMUSG00000046402	4575
ENSMUSG00000046404	1258
ENSMUSG00000046408	11
ENSMUSG00000046410	320
ENSMUSG00000046411	0
ENSMUSG00000046413	25
ENSMUSG00000046415	11
ENSMUSG00000046417	694
ENSMUSG00000046431	0
ENSMUSG00000046432	2732
ENSMUSG00000046434	14631
ENSMUSG00000046435	0
ENSMUSG00000046438	0
ENSMUSG00000046440	0
ENSMUSG00000046441	610
ENSMUSG00000046442	465
ENSMUSG00000046447	2491
ENSMUSG00000046449	321
ENSMUSG00000046450	6
ENSMUSG00000046456	59
ENSMUSG00000046460	0
ENSMUSG00000046463	3
ENSMUSG00000046470	811
ENSMUSG00000046474	0
ENSMUSG00000046480	2794
ENSMUSG00000046486	0
ENSMUSG00000046487	4
ENSMUSG00000046490	0
ENSMUSG00000046491	452
ENSMUSG00000046493	0
ENSMUSG00000046500	3
ENSMUSG00000046516	1273
ENSMUSG00000046518	0
ENSMUSG00000046519	2403
ENSMUSG00000046523	12
ENSMUSG00000046532	2025
ENSMUSG00000046541	771
ENSMUSG00000046546	1013
ENSMUSG00000046550	70
ENSMUSG00000046556	2137
ENSMUSG00000046561	6
ENSMUSG00000046562	8211
ENSMUSG00000046567	609
ENSMUSG00000046572	331
ENSMUSG00000046573	449
ENSMUSG00000046574	2712
ENSMUSG00000046580	20
ENSMUSG00000046585	0
ENSMUSG00000046589	1684
ENSMUSG00000046590	0
ENSMUSG00000046591	6
ENSMUSG00000046593	0
ENSMUSG00000046598	192
ENSMUSG00000046603	924
ENSMUSG00000046605	404
ENSMUSG00000046607	89
ENSMUSG00000046610	42
ENSMUSG00000046613	134
ENSMUSG00000046615	0
ENSMUSG00000046618	1330
ENSMUSG00000046620	0
ENSMUSG00000046623	481
ENSMUSG00000046634	0
ENSMUSG00000046636	5
ENSMUSG00000046637	5
ENSMUSG00000046643	0
ENSMUSG00000046650	0
ENSMUSG00000046652	0
ENSMUSG00000046658	898
ENSMUSG00000046667	426
ENSMUSG00000046668	2429
ENSMUSG00000046671	11588
ENSMUSG00000046675	648
ENSMUSG00000046676	0
ENSMUSG00000046678	0
ENSMUSG00000046679	1149
ENSMUSG00000046683	29
ENSMUSG00000046687	0
ENSMUSG00000046688	746
ENSMUSG00000046691	409
ENSMUSG00000046694	469
ENSMUSG00000046697	0
ENSMUSG00000046699	6
ENSMUSG00000046707	2772
ENSMUSG00000046709	313
ENSMUSG00000046711	1297
ENSMUSG00000046714	35
ENSMUSG00000046716	0
ENSMUSG00000046717	0
ENSMUSG00000046718	1156
ENSMUSG00000046719	9
ENSMUSG00000046721	46
ENSMUSG00000046722	7252
ENSMUSG00000046723	0
ENSMUSG00000046727	9147
ENSMUSG00000046731	819
ENSMUSG00000046733	9309
ENSMUSG00000046743	396
ENSMUSG00000046747	21
ENSMUSG00000046748	1
ENSMUSG00000046750	8
ENSMUSG00000046753	739
ENSMUSG00000046755	0
ENSMUSG00000046756	2557
ENSMUSG00000046761	2327
ENSMUSG00000046764	31
ENSMUSG00000046768	1086
ENSMUSG00000046774	0
ENSMUSG00000046782	59
ENSMUSG00000046785	3902
ENSMUSG00000046790	0
ENSMUSG00000046791	528
ENSMUSG00000046792	932
ENSMUSG00000046793	0
ENSMUSG00000046794	970
ENSMUSG00000046798	1930
ENSMUSG00000046804	0
ENSMUSG00000046805	4739
ENSMUSG00000046806	402
ENSMUSG00000046807	1472
ENSMUSG00000046808	357
ENSMUSG00000046811	0
ENSMUSG00000046814	10
ENSMUSG00000046818	2323
ENSMUSG00000046822	1549
ENSMUSG00000046826	443
ENSMUSG00000046828	77
ENSMUSG00000046834	14
ENSMUSG00000046836	4387
ENSMUSG00000046840	0
ENSMUSG00000046841	3760
ENSMUSG00000046844	180
ENSMUSG00000046845	0
ENSMUSG00000046846	0
ENSMUSG00000046854	264
ENSMUSG00000046856	31
ENSMUSG00000046861	2930
ENSMUSG00000046862	1136
ENSMUSG00000046865	1176
ENSMUSG00000046873	1040
ENSMUSG00000046876	3005
ENSMUSG00000046879	2210
ENSMUSG00000046881	0
ENSMUSG00000046886	0
ENSMUSG00000046897	6029
ENSMUSG00000046899	0
ENSMUSG00000046908	117
ENSMUSG00000046909	297
ENSMUSG00000046913	0
ENSMUSG00000046916	612
ENSMUSG00000046922	0
ENSMUSG00000046924	0
ENSMUSG00000046932	0
ENSMUSG00000046934	0
ENSMUSG00000046942	0
ENSMUSG00000046947	790
ENSMUSG00000046949	1284
ENSMUSG00000046952	2
ENSMUSG00000046957	0
ENSMUSG00000046958	0
ENSMUSG00000046959	5
ENSMUSG00000046961	2
ENSMUSG00000046962	1902
ENSMUSG00000046971	99
ENSMUSG00000046974	0
ENSMUSG00000046975	0
ENSMUSG00000046982	1747
ENSMUSG00000046985	3343
ENSMUSG00000046991	101
ENSMUSG00000046993	2
ENSMUSG00000046994	1158
ENSMUSG00000046995	0
ENSMUSG00000046997	5
ENSMUSG00000046999	0
ENSMUSG00000047002	5
ENSMUSG00000047003	244
ENSMUSG00000047013	33
ENSMUSG00000047014	0
ENSMUSG00000047021	145
ENSMUSG00000047022	478
ENSMUSG00000047025	0
ENSMUSG00000047026	0
ENSMUSG00000047030	1430
ENSMUSG00000047031	0
ENSMUSG00000047033	24
ENSMUSG00000047034	0
ENSMUSG00000047036	6083
ENSMUSG00000047037	518
ENSMUSG00000047039	0
ENSMUSG00000047040	2007
ENSMUSG00000047044	1197
ENSMUSG00000047045	5923
ENSMUSG00000047046	0
ENSMUSG00000047048	0
ENSMUSG00000047050	0
ENSMUSG00000047053	0
ENSMUSG00000047061	10
ENSMUSG00000047067	834
ENSMUSG00000047079	0
ENSMUSG00000047084	1317
ENSMUSG00000047085	8
ENSMUSG00000047090	1175
ENSMUSG00000047094	0
ENSMUSG00000047098	2030
ENSMUSG00000047102	0
ENSMUSG00000047104	1
ENSMUSG00000047108	4
ENSMUSG00000047109	4
ENSMUSG00000047115	695
ENSMUSG00000047117	0
ENSMUSG00000047123	1714
ENSMUSG00000047126	19447
ENSMUSG00000047129	8
ENSMUSG00000047139	112529
ENSMUSG00000047141	1498
ENSMUSG00000047143	4
ENSMUSG00000047146	324
ENSMUSG00000047149	0
ENSMUSG00000047150	0
ENSMUSG00000047153	3638
ENSMUSG00000047155	1
ENSMUSG00000047161	0
