gene	W5
ENSMUSG00000001827	5632
ENSMUSG00000001829	3313
ENSMUSG00000001833	7696
ENSMUSG00000001844	1619
ENSMUSG00000001847	11463
ENSMUSG00000001855	2166
ENSMUSG00000001864	5195
ENSMUSG00000001865	216
ENSMUSG00000001870	3904
ENSMUSG00000001891	19769
ENSMUSG00000001901	1
ENSMUSG00000001909	1924
ENSMUSG00000001910	4346
ENSMUSG00000001911	13734
ENSMUSG00000001918	11149
ENSMUSG00000001924	13575
ENSMUSG00000001930	3368
ENSMUSG00000001942	1531
ENSMUSG00000001943	170
ENSMUSG00000001946	1292
ENSMUSG00000001948	343
ENSMUSG00000001962	1897
ENSMUSG00000001964	2611
ENSMUSG00000001983	1470
ENSMUSG00000001985	164
ENSMUSG00000001986	184
ENSMUSG00000001988	0
ENSMUSG00000001995	1813
ENSMUSG00000001998	819
ENSMUSG00000001999	770
ENSMUSG00000002006	144
ENSMUSG00000002007	1091
ENSMUSG00000002010	10760
ENSMUSG00000002012	329
ENSMUSG00000002014	3937
ENSMUSG00000002015	4552
ENSMUSG00000002017	3219
ENSMUSG00000002020	1448
ENSMUSG00000002028	4377
ENSMUSG00000002031	1760
ENSMUSG00000002032	810
ENSMUSG00000002033	127
ENSMUSG00000002043	727
ENSMUSG00000002052	6347
ENSMUSG00000002055	97
ENSMUSG00000002057	141
ENSMUSG00000002058	473
ENSMUSG00000002059	1464
ENSMUSG00000002064	1826
ENSMUSG00000002068	38
ENSMUSG00000002076	21
ENSMUSG00000002083	621
ENSMUSG00000002100	0
ENSMUSG00000002102	7624
ENSMUSG00000002103	2865
ENSMUSG00000002104	588
ENSMUSG00000002105	1982
ENSMUSG00000002107	4078
ENSMUSG00000002108	915
ENSMUSG00000002109	1047
ENSMUSG00000002111	250
ENSMUSG00000002129	2176
ENSMUSG00000002147	5025
ENSMUSG00000002190	5
ENSMUSG00000002204	5923
ENSMUSG00000002205	1659
ENSMUSG00000002210	1060
ENSMUSG00000002221	1454
ENSMUSG00000002222	8494
ENSMUSG00000002227	988
ENSMUSG00000002228	1376
ENSMUSG00000002233	2903
ENSMUSG00000002240	0
ENSMUSG00000002249	1490
ENSMUSG00000002250	2130
ENSMUSG00000002257	328
ENSMUSG00000002265	3233
ENSMUSG00000002266	203
ENSMUSG00000002274	844
ENSMUSG00000002279	1314
ENSMUSG00000002280	1504
ENSMUSG00000002289	755
ENSMUSG00000002297	184
ENSMUSG00000002307	1307
ENSMUSG00000002308	430
ENSMUSG00000002319	1152
ENSMUSG00000002320	2670
ENSMUSG00000002324	2236
ENSMUSG00000002325	1623
ENSMUSG00000002326	704
ENSMUSG00000002329	1947
ENSMUSG00000002332	3476
ENSMUSG00000002341	15
ENSMUSG00000002342	2408
ENSMUSG00000002343	322
ENSMUSG00000002345	849
ENSMUSG00000002346	2539
ENSMUSG00000002365	3903
ENSMUSG00000002372	2510
ENSMUSG00000002379	3145
ENSMUSG00000002384	1
ENSMUSG00000002393	1659
ENSMUSG00000002395	2198
ENSMUSG00000002396	837
ENSMUSG00000002409	2127
ENSMUSG00000002413	2893
ENSMUSG00000002416	2259
ENSMUSG00000002428	1441
ENSMUSG00000002455	3848
ENSMUSG00000002458	456
ENSMUSG00000002459	14
ENSMUSG00000002475	315
ENSMUSG00000002477	991
ENSMUSG00000002486	967
ENSMUSG00000002489	3264
ENSMUSG00000002496	5819
ENSMUSG00000002500	10487
ENSMUSG00000002504	2884
ENSMUSG00000002524	4591
ENSMUSG00000002546	7944
ENSMUSG00000002550	2983
ENSMUSG00000002565	10332
ENSMUSG00000002578	589
ENSMUSG00000002580	1435
ENSMUSG00000002588	1142
ENSMUSG00000002602	5324
ENSMUSG00000002603	889
ENSMUSG00000002608	2163
ENSMUSG00000002617	625
ENSMUSG00000002625	6194
ENSMUSG00000002633	1
ENSMUSG00000002635	548
ENSMUSG00000002658	2299
ENSMUSG00000002660	1829
ENSMUSG00000002661	451
ENSMUSG00000002664	0
ENSMUSG00000002668	335
ENSMUSG00000002679	636
ENSMUSG00000002688	449
ENSMUSG00000002699	182
ENSMUSG00000002718	3434
ENSMUSG00000002728	2017
ENSMUSG00000002731	662
ENSMUSG00000002732	568
ENSMUSG00000002733	1396
ENSMUSG00000002741	4333
ENSMUSG00000002748	5390
ENSMUSG00000002763	2183
ENSMUSG00000002767	1911
ENSMUSG00000002768	1788
ENSMUSG00000002769	139
ENSMUSG00000002771	121
ENSMUSG00000002778	4688
ENSMUSG00000002781	2178
ENSMUSG00000002791	3
ENSMUSG00000002797	377
ENSMUSG00000002799	2241
ENSMUSG00000002803	1309
ENSMUSG00000002804	640
ENSMUSG00000002808	2524
ENSMUSG00000002812	9789
ENSMUSG00000002814	685
ENSMUSG00000002820	1721
ENSMUSG00000002825	435
ENSMUSG00000002831	7936
ENSMUSG00000002833	2587
ENSMUSG00000002835	219
ENSMUSG00000002844	1728
ENSMUSG00000002845	1394
ENSMUSG00000002846	1373
ENSMUSG00000002847	802
ENSMUSG00000002870	1048
ENSMUSG00000002871	2114
ENSMUSG00000002881	2966
ENSMUSG00000002885	2606
ENSMUSG00000002897	639
ENSMUSG00000002900	8994
ENSMUSG00000002908	577
ENSMUSG00000002910	689
ENSMUSG00000002930	0
ENSMUSG00000002944	14105
ENSMUSG00000002948	3225
ENSMUSG00000002949	3217
ENSMUSG00000002957	4104
ENSMUSG00000002963	1353
ENSMUSG00000002968	3176
ENSMUSG00000002980	41287
ENSMUSG00000002981	5929
ENSMUSG00000002983	1917
ENSMUSG00000002984	1754
ENSMUSG00000002985	19104
ENSMUSG00000002992	0
ENSMUSG00000002996	5005
ENSMUSG00000002997	3846
ENSMUSG00000003031	4319
ENSMUSG00000003032	3306
ENSMUSG00000003033	2281
ENSMUSG00000003037	2629
ENSMUSG00000003038	3007
ENSMUSG00000003039	3679
ENSMUSG00000003051	3646
ENSMUSG00000003053	0
ENSMUSG00000003062	1007
ENSMUSG00000003068	5719
ENSMUSG00000003070	91
ENSMUSG00000003072	11696
ENSMUSG00000003099	3788
ENSMUSG00000003119	1777
ENSMUSG00000003123	5821
ENSMUSG00000003131	4287
ENSMUSG00000003134	3074
ENSMUSG00000003135	1541
ENSMUSG00000003153	503
ENSMUSG00000003154	2768
ENSMUSG00000003161	3295
ENSMUSG00000003166	2452
ENSMUSG00000003184	3023
ENSMUSG00000003190	614
ENSMUSG00000003198	409
ENSMUSG00000003199	2302
ENSMUSG00000003200	1734
ENSMUSG00000003206	54
ENSMUSG00000003208	535
ENSMUSG00000003226	6724
ENSMUSG00000003227	542
ENSMUSG00000003228	3261
ENSMUSG00000003233	3354
ENSMUSG00000003234	3055
ENSMUSG00000003235	3038
ENSMUSG00000003269	2160
ENSMUSG00000003271	117
ENSMUSG00000003273	271
ENSMUSG00000003279	165
ENSMUSG00000003282	452
ENSMUSG00000003283	148
ENSMUSG00000003299	2935
ENSMUSG00000003308	3925
ENSMUSG00000003309	2001
ENSMUSG00000003316	8771
ENSMUSG00000003341	0
ENSMUSG00000003344	2096
ENSMUSG00000003345	5375
ENSMUSG00000003346	1754
ENSMUSG00000003348	1098
ENSMUSG00000003352	667
ENSMUSG00000003354	87
ENSMUSG00000003355	453
ENSMUSG00000003360	3750
ENSMUSG00000003363	4662
ENSMUSG00000003378	838
ENSMUSG00000003379	7
ENSMUSG00000003380	6335
ENSMUSG00000003382	1950
ENSMUSG00000003402	3905
ENSMUSG00000003410	14
ENSMUSG00000003411	35
ENSMUSG00000003418	1049
ENSMUSG00000003420	3059
ENSMUSG00000003421	1717
ENSMUSG00000003423	1168
ENSMUSG00000003429	6751
ENSMUSG00000003435	7217
ENSMUSG00000003436	37
ENSMUSG00000003437	2837
ENSMUSG00000003438	1569
ENSMUSG00000003444	458
ENSMUSG00000003452	435
ENSMUSG00000003458	5649
ENSMUSG00000003464	3960
ENSMUSG00000003469	77
ENSMUSG00000003476	1512
ENSMUSG00000003477	1749
ENSMUSG00000003484	75
ENSMUSG00000003500	1564
ENSMUSG00000003505	0
ENSMUSG00000003518	6272
ENSMUSG00000003526	1245
ENSMUSG00000003527	996
ENSMUSG00000003528	5518
ENSMUSG00000003531	1147
ENSMUSG00000003534	6822
ENSMUSG00000003541	735
ENSMUSG00000003545	819
ENSMUSG00000003546	1620
ENSMUSG00000003549	978
ENSMUSG00000003555	11
ENSMUSG00000003559	2546
ENSMUSG00000003573	627
ENSMUSG00000003575	1694
ENSMUSG00000003581	1046
ENSMUSG00000003585	119
ENSMUSG00000003604	365
ENSMUSG00000003617	7017
ENSMUSG00000003623	2380
ENSMUSG00000003644	1798
ENSMUSG00000003657	0
ENSMUSG00000003660	6306
ENSMUSG00000003662	2094
ENSMUSG00000003665	18
ENSMUSG00000003680	372
ENSMUSG00000003721	2565
ENSMUSG00000003731	5463
ENSMUSG00000003746	2600
ENSMUSG00000003752	495
ENSMUSG00000003762	902
ENSMUSG00000003778	3148
ENSMUSG00000003779	72
ENSMUSG00000003808	1555
ENSMUSG00000003809	2495
ENSMUSG00000003810	6170
ENSMUSG00000003812	1348
ENSMUSG00000003813	4410
ENSMUSG00000003814	63306
ENSMUSG00000003824	92
ENSMUSG00000003847	8264
ENSMUSG00000003848	976
ENSMUSG00000003849	859
ENSMUSG00000003863	132
ENSMUSG00000003865	18013
ENSMUSG00000003868	1563
ENSMUSG00000003872	12
ENSMUSG00000003873	1129
ENSMUSG00000003882	166
ENSMUSG00000003923	1839
ENSMUSG00000003929	672
ENSMUSG00000003934	78
ENSMUSG00000003948	1263
ENSMUSG00000003949	993
ENSMUSG00000003955	1849
ENSMUSG00000003970	16070
ENSMUSG00000003974	1
ENSMUSG00000003992	1533
ENSMUSG00000004018	375
ENSMUSG00000004031	2
ENSMUSG00000004032	1914
ENSMUSG00000004035	509
ENSMUSG00000004038	7
ENSMUSG00000004040	6983
ENSMUSG00000004043	1864
ENSMUSG00000004044	9723
ENSMUSG00000004054	2145
ENSMUSG00000004056	15650
ENSMUSG00000004069	5204
ENSMUSG00000004070	2293
ENSMUSG00000004071	5491
ENSMUSG00000004085	11922
ENSMUSG00000004096	2880
ENSMUSG00000004098	2605
ENSMUSG00000004099	2181
ENSMUSG00000004100	773
ENSMUSG00000004105	5538
ENSMUSG00000004110	193
ENSMUSG00000004113	151
ENSMUSG00000004127	198
ENSMUSG00000004151	2883
ENSMUSG00000004187	1232
ENSMUSG00000004207	62450
ENSMUSG00000004221	2299
ENSMUSG00000004231	0
ENSMUSG00000004233	659
ENSMUSG00000004263	357
ENSMUSG00000004264	4681
ENSMUSG00000004266	1141
ENSMUSG00000004267	875
ENSMUSG00000004268	1580
ENSMUSG00000004270	3283
ENSMUSG00000004285	2153
ENSMUSG00000004296	0
ENSMUSG00000004317	1239
ENSMUSG00000004319	4497
ENSMUSG00000004328	38
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	770
ENSMUSG00000004356	961
ENSMUSG00000004359	18
ENSMUSG00000004360	1423
ENSMUSG00000004364	9848
ENSMUSG00000004366	79
ENSMUSG00000004371	20
ENSMUSG00000004383	1566
ENSMUSG00000004393	1383
ENSMUSG00000004394	4102
ENSMUSG00000004415	162
ENSMUSG00000004446	609
ENSMUSG00000004451	1964
ENSMUSG00000004455	3127
ENSMUSG00000004460	6924
ENSMUSG00000004462	965
ENSMUSG00000004473	554
ENSMUSG00000004500	665
ENSMUSG00000004508	1359
ENSMUSG00000004530	3092
ENSMUSG00000004535	11644
ENSMUSG00000004540	10
ENSMUSG00000004542	3
ENSMUSG00000004552	13
ENSMUSG00000004558	49749
ENSMUSG00000004561	1005
ENSMUSG00000004562	3097
ENSMUSG00000004565	2282
ENSMUSG00000004567	2336
ENSMUSG00000004568	2465
ENSMUSG00000004591	3819
ENSMUSG00000004609	727
ENSMUSG00000004610	1661
ENSMUSG00000004612	47
ENSMUSG00000004626	4215
ENSMUSG00000004630	2
ENSMUSG00000004631	1920
ENSMUSG00000004633	1240
ENSMUSG00000004637	776
ENSMUSG00000004642	1035
ENSMUSG00000004651	0
ENSMUSG00000004654	14
ENSMUSG00000004655	8268
ENSMUSG00000004661	373
ENSMUSG00000004665	4354
ENSMUSG00000004667	2890
ENSMUSG00000004668	40
ENSMUSG00000004677	3213
ENSMUSG00000004698	578
ENSMUSG00000004707	70
ENSMUSG00000004709	23
ENSMUSG00000004730	883
ENSMUSG00000004748	1371
ENSMUSG00000004768	694
ENSMUSG00000004771	4107
ENSMUSG00000004788	1835
ENSMUSG00000004789	14644
ENSMUSG00000004791	988
ENSMUSG00000004798	5078
ENSMUSG00000004814	157
ENSMUSG00000004815	1443
ENSMUSG00000004821	0
ENSMUSG00000004837	224
ENSMUSG00000004842	0
ENSMUSG00000004843	2783
ENSMUSG00000004846	2748
ENSMUSG00000004849	1600
ENSMUSG00000004864	977
ENSMUSG00000004865	2217
ENSMUSG00000004872	95
ENSMUSG00000004880	1689
ENSMUSG00000004885	8
ENSMUSG00000004891	2185
ENSMUSG00000004892	44
ENSMUSG00000004894	1
ENSMUSG00000004895	1705
ENSMUSG00000004896	1405
ENSMUSG00000004897	9665
ENSMUSG00000004902	37
ENSMUSG00000004929	1223
ENSMUSG00000004931	2599
ENSMUSG00000004933	82
ENSMUSG00000004934	992
ENSMUSG00000004936	3676
ENSMUSG00000004937	4927
ENSMUSG00000004939	1869
ENSMUSG00000004945	2286
ENSMUSG00000004947	970
ENSMUSG00000004948	1
ENSMUSG00000004951	3609
ENSMUSG00000004952	3200
ENSMUSG00000004961	79
ENSMUSG00000004980	33663
ENSMUSG00000004988	1147
ENSMUSG00000004994	458
ENSMUSG00000004996	1063
ENSMUSG00000005034	4647
ENSMUSG00000005043	1189
ENSMUSG00000005045	131
ENSMUSG00000005054	1842
ENSMUSG00000005057	480
ENSMUSG00000005069	1888
ENSMUSG00000005078	1016
ENSMUSG00000005087	7995
ENSMUSG00000005089	29
ENSMUSG00000005102	948
ENSMUSG00000005103	7937
ENSMUSG00000005107	82
ENSMUSG00000005124	12578
ENSMUSG00000005125	6393
ENSMUSG00000005131	31
ENSMUSG00000005142	5179
ENSMUSG00000005148	2306
ENSMUSG00000005150	1077
ENSMUSG00000005161	6445
ENSMUSG00000005198	8305
ENSMUSG00000005202	7
ENSMUSG00000005204	2982
ENSMUSG00000005220	205
ENSMUSG00000005225	568
ENSMUSG00000005232	0
ENSMUSG00000005233	78
ENSMUSG00000005237	371
ENSMUSG00000005251	1269
ENSMUSG00000005262	2773
ENSMUSG00000005267	183
ENSMUSG00000005268	13453
ENSMUSG00000005299	4693
ENSMUSG00000005312	6391
ENSMUSG00000005320	77
ENSMUSG00000005338	2717
ENSMUSG00000005339	1
ENSMUSG00000005354	6337
ENSMUSG00000005355	0
ENSMUSG00000005357	3
ENSMUSG00000005360	803
ENSMUSG00000005362	1805
ENSMUSG00000005364	3
ENSMUSG00000005370	939
ENSMUSG00000005371	3727
ENSMUSG00000005373	4664
ENSMUSG00000005374	1281
ENSMUSG00000005378	1270
ENSMUSG00000005397	8041
ENSMUSG00000005410	270
ENSMUSG00000005413	884
ENSMUSG00000005417	19291
ENSMUSG00000005442	5646
ENSMUSG00000005447	603
ENSMUSG00000005465	102
ENSMUSG00000005469	5903
ENSMUSG00000005470	72
ENSMUSG00000005474	4
ENSMUSG00000005481	823
ENSMUSG00000005483	1448
ENSMUSG00000005493	1
ENSMUSG00000005501	1635
ENSMUSG00000005503	0
ENSMUSG00000005505	1037
ENSMUSG00000005506	6097
ENSMUSG00000005510	6064
ENSMUSG00000005514	8849
ENSMUSG00000005533	5035
ENSMUSG00000005534	5200
ENSMUSG00000005540	116
ENSMUSG00000005547	12657
ENSMUSG00000005553	5
ENSMUSG00000005566	4228
ENSMUSG00000005575	3324
ENSMUSG00000005580	2024
ENSMUSG00000005583	20778
ENSMUSG00000005609	2602
ENSMUSG00000005610	40500
ENSMUSG00000005611	447
ENSMUSG00000005615	5093
ENSMUSG00000005621	2912
ENSMUSG00000005625	5144
ENSMUSG00000005628	6542
ENSMUSG00000005640	518
ENSMUSG00000005649	1
ENSMUSG00000005656	2662
ENSMUSG00000005667	446
ENSMUSG00000005672	2601
ENSMUSG00000005674	2147
ENSMUSG00000005677	12
ENSMUSG00000005681	2
ENSMUSG00000005682	2660
ENSMUSG00000005683	31722
ENSMUSG00000005686	1508
ENSMUSG00000005687	2758
ENSMUSG00000005696	0
ENSMUSG00000005698	3601
ENSMUSG00000005699	226
ENSMUSG00000005705	10
ENSMUSG00000005716	81865
ENSMUSG00000005718	518
ENSMUSG00000005732	1348
ENSMUSG00000005763	88
ENSMUSG00000005774	2159
ENSMUSG00000005779	4471
ENSMUSG00000005800	11
ENSMUSG00000005802	2244
ENSMUSG00000005803	2412
ENSMUSG00000005804	1460
ENSMUSG00000005813	2822
ENSMUSG00000005823	3946
ENSMUSG00000005824	29
ENSMUSG00000005836	116
ENSMUSG00000005846	2920
ENSMUSG00000005864	2
ENSMUSG00000005871	4567
ENSMUSG00000005873	9653
ENSMUSG00000005881	5114
ENSMUSG00000005882	4484
ENSMUSG00000005883	11
ENSMUSG00000005886	4220
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	3241
ENSMUSG00000005897	1020
ENSMUSG00000005899	1730
ENSMUSG00000005907	925
ENSMUSG00000005917	427
ENSMUSG00000005936	2776
ENSMUSG00000005947	150
ENSMUSG00000005949	1386
ENSMUSG00000005950	505
ENSMUSG00000005951	407
ENSMUSG00000005952	8
ENSMUSG00000005958	509
ENSMUSG00000005968	657
ENSMUSG00000005973	1958
ENSMUSG00000005980	6
ENSMUSG00000005981	6454
ENSMUSG00000005982	2606
ENSMUSG00000005983	213
ENSMUSG00000005986	269
ENSMUSG00000005994	3
ENSMUSG00000006005	7956
ENSMUSG00000006007	0
ENSMUSG00000006010	2739
ENSMUSG00000006014	3375
ENSMUSG00000006019	793
ENSMUSG00000006021	600
ENSMUSG00000006024	4975
ENSMUSG00000006050	2161
ENSMUSG00000006056	12
ENSMUSG00000006057	8910
ENSMUSG00000006058	1683
ENSMUSG00000006095	2347
ENSMUSG00000006127	3072
ENSMUSG00000006134	2643
ENSMUSG00000006143	295
ENSMUSG00000006154	1366
ENSMUSG00000006169	6000
ENSMUSG00000006179	36
ENSMUSG00000006191	934
ENSMUSG00000006200	0
ENSMUSG00000006204	3
ENSMUSG00000006205	2041
ENSMUSG00000006215	1421
ENSMUSG00000006216	24
ENSMUSG00000006218	784
