gene	P8
ENSMUSG00000027668	4910
ENSMUSG00000027669	616
ENSMUSG00000027670	33
ENSMUSG00000027671	1930
ENSMUSG00000027673	4655
ENSMUSG00000027674	30
ENSMUSG00000027676	543
ENSMUSG00000027677	6165
ENSMUSG00000027678	5133
ENSMUSG00000027679	1645
ENSMUSG00000027680	8422
ENSMUSG00000027684	2468
ENSMUSG00000027690	2
ENSMUSG00000027692	1144
ENSMUSG00000027694	30
ENSMUSG00000027695	970
ENSMUSG00000027698	10934
ENSMUSG00000027699	489
ENSMUSG00000027702	36
ENSMUSG00000027703	2
ENSMUSG00000027706	9169
ENSMUSG00000027708	2388
ENSMUSG00000027709	1868
ENSMUSG00000027710	1901
ENSMUSG00000027712	21586
ENSMUSG00000027713	103
ENSMUSG00000027714	1376
ENSMUSG00000027715	507
ENSMUSG00000027716	242
ENSMUSG00000027718	0
ENSMUSG00000027719	0
ENSMUSG00000027720	2
ENSMUSG00000027722	670
ENSMUSG00000027737	512
ENSMUSG00000027739	2370
ENSMUSG00000027742	3159
ENSMUSG00000027744	0
ENSMUSG00000027746	3526
ENSMUSG00000027748	11
ENSMUSG00000027750	5220
ENSMUSG00000027751	4170
ENSMUSG00000027752	1052
ENSMUSG00000027761	96
ENSMUSG00000027762	30
ENSMUSG00000027763	12037
ENSMUSG00000027765	464
ENSMUSG00000027770	3309
ENSMUSG00000027774	3000
ENSMUSG00000027775	4070
ENSMUSG00000027776	34
ENSMUSG00000027777	193
ENSMUSG00000027778	1309
ENSMUSG00000027782	6146
ENSMUSG00000027784	3638
ENSMUSG00000027787	1684
ENSMUSG00000027788	0
ENSMUSG00000027790	0
ENSMUSG00000027792	1575
ENSMUSG00000027793	8
ENSMUSG00000027794	1
ENSMUSG00000027796	2513
ENSMUSG00000027797	809
ENSMUSG00000027799	1850
ENSMUSG00000027800	2399
ENSMUSG00000027801	0
ENSMUSG00000027803	5031
ENSMUSG00000027804	3346
ENSMUSG00000027805	3024
ENSMUSG00000027806	2461
ENSMUSG00000027808	8743
ENSMUSG00000027809	4897
ENSMUSG00000027810	3112
ENSMUSG00000027811	140
ENSMUSG00000027820	2285
ENSMUSG00000027822	2423
ENSMUSG00000027823	2593
ENSMUSG00000027824	17
ENSMUSG00000027827	46
ENSMUSG00000027828	15291
ENSMUSG00000027829	4592
ENSMUSG00000027831	10
ENSMUSG00000027832	99
ENSMUSG00000027833	190
ENSMUSG00000027834	172
ENSMUSG00000027835	2412
ENSMUSG00000027840	37
ENSMUSG00000027843	1578
ENSMUSG00000027845	876
ENSMUSG00000027848	1671
ENSMUSG00000027849	19
ENSMUSG00000027852	3556
ENSMUSG00000027854	3260
ENSMUSG00000027855	0
ENSMUSG00000027857	0
ENSMUSG00000027858	581
ENSMUSG00000027859	123
ENSMUSG00000027860	2373
ENSMUSG00000027861	956
ENSMUSG00000027863	282
ENSMUSG00000027864	6562
ENSMUSG00000027865	1017
ENSMUSG00000027867	0
ENSMUSG00000027868	4799
ENSMUSG00000027869	0
ENSMUSG00000027870	0
ENSMUSG00000027871	0
ENSMUSG00000027875	4245
ENSMUSG00000027876	0
ENSMUSG00000027878	7093
ENSMUSG00000027879	3729
ENSMUSG00000027880	0
ENSMUSG00000027881	5935
ENSMUSG00000027882	3455
ENSMUSG00000027883	518
ENSMUSG00000027884	2245
ENSMUSG00000027886	13
ENSMUSG00000027887	2504
ENSMUSG00000027889	1722
ENSMUSG00000027890	870
ENSMUSG00000027893	7043
ENSMUSG00000027894	3590
ENSMUSG00000027895	936
ENSMUSG00000027896	57
ENSMUSG00000027900	3222
ENSMUSG00000027901	2255
ENSMUSG00000027902	1
ENSMUSG00000027905	1105
ENSMUSG00000027907	18977
ENSMUSG00000027908	0
ENSMUSG00000027912	110
ENSMUSG00000027913	6798
ENSMUSG00000027919	813
ENSMUSG00000027923	1368
ENSMUSG00000027925	83
ENSMUSG00000027927	2
ENSMUSG00000027931	7003
ENSMUSG00000027932	971
ENSMUSG00000027933	4991
ENSMUSG00000027935	964
ENSMUSG00000027936	3134
ENSMUSG00000027937	2853
ENSMUSG00000027938	247
ENSMUSG00000027939	61
ENSMUSG00000027940	11253
ENSMUSG00000027942	1077
ENSMUSG00000027944	2052
ENSMUSG00000027947	1298
ENSMUSG00000027950	72
ENSMUSG00000027951	2884
ENSMUSG00000027952	1057
ENSMUSG00000027953	2647
ENSMUSG00000027954	2256
ENSMUSG00000027955	1032
ENSMUSG00000027956	439
ENSMUSG00000027957	3182
ENSMUSG00000027959	256
ENSMUSG00000027961	884
ENSMUSG00000027962	4442
ENSMUSG00000027963	1002
ENSMUSG00000027965	0
ENSMUSG00000027966	350
ENSMUSG00000027967	0
ENSMUSG00000027968	1088
ENSMUSG00000027971	4
ENSMUSG00000027973	0
ENSMUSG00000027977	3
ENSMUSG00000027978	31
ENSMUSG00000027981	1495
ENSMUSG00000027983	191
ENSMUSG00000027984	5840
ENSMUSG00000027985	25
ENSMUSG00000027993	5819
ENSMUSG00000027994	393
ENSMUSG00000027995	4843
ENSMUSG00000027996	765
ENSMUSG00000027997	1089
ENSMUSG00000027998	1918
ENSMUSG00000027999	1867
ENSMUSG00000028001	0
ENSMUSG00000028003	3272
ENSMUSG00000028004	0
ENSMUSG00000028005	433
ENSMUSG00000028007	919
ENSMUSG00000028008	0
ENSMUSG00000028009	1
ENSMUSG00000028010	612
ENSMUSG00000028011	2
ENSMUSG00000028012	4
ENSMUSG00000028013	2435
ENSMUSG00000028015	2210
ENSMUSG00000028016	1060
ENSMUSG00000028017	1408
ENSMUSG00000028018	579
ENSMUSG00000028019	381
ENSMUSG00000028020	122
ENSMUSG00000028023	247
ENSMUSG00000028024	772
ENSMUSG00000028028	954
ENSMUSG00000028029	2782
ENSMUSG00000028030	1278
ENSMUSG00000028031	415
ENSMUSG00000028032	5967
ENSMUSG00000028033	764
ENSMUSG00000028034	6082
ENSMUSG00000028035	3428
ENSMUSG00000028036	244
ENSMUSG00000028037	734
ENSMUSG00000028039	774
ENSMUSG00000028040	677
ENSMUSG00000028041	8613
ENSMUSG00000028042	5221
ENSMUSG00000028044	539
ENSMUSG00000028047	6514
ENSMUSG00000028048	7153
ENSMUSG00000028049	2954
ENSMUSG00000028051	48
ENSMUSG00000028053	5662
ENSMUSG00000028057	2370
ENSMUSG00000028059	6731
ENSMUSG00000028060	5206
ENSMUSG00000028062	2031
ENSMUSG00000028063	11996
ENSMUSG00000028064	2031
ENSMUSG00000028066	893
ENSMUSG00000028068	495
ENSMUSG00000028069	852
ENSMUSG00000028070	3968
ENSMUSG00000028071	124
ENSMUSG00000028072	4
ENSMUSG00000028073	1988
ENSMUSG00000028076	359
ENSMUSG00000028078	65
ENSMUSG00000028080	5353
ENSMUSG00000028081	19673
ENSMUSG00000028082	2799
ENSMUSG00000028085	933
ENSMUSG00000028086	2651
ENSMUSG00000028088	1354
ENSMUSG00000028089	2330
ENSMUSG00000028093	1817
ENSMUSG00000028096	1326
ENSMUSG00000028098	2690
ENSMUSG00000028099	1651
ENSMUSG00000028100	173
ENSMUSG00000028101	1979
ENSMUSG00000028102	1050
ENSMUSG00000028104	1411
ENSMUSG00000028106	2740
ENSMUSG00000028107	2081
ENSMUSG00000028108	12033
ENSMUSG00000028109	0
ENSMUSG00000028111	2100
ENSMUSG00000028114	1350
ENSMUSG00000028115	2827
ENSMUSG00000028116	1138
ENSMUSG00000028121	509
ENSMUSG00000028124	2646
ENSMUSG00000028125	22
ENSMUSG00000028126	2427
ENSMUSG00000028127	8918
ENSMUSG00000028128	2356
ENSMUSG00000028132	3146
ENSMUSG00000028133	277
ENSMUSG00000028134	2093
ENSMUSG00000028136	3142
ENSMUSG00000028137	36
ENSMUSG00000028138	4066
ENSMUSG00000028139	99
ENSMUSG00000028140	2038
ENSMUSG00000028141	2
ENSMUSG00000028145	927
ENSMUSG00000028148	4207
ENSMUSG00000028149	3659
ENSMUSG00000028150	2535
ENSMUSG00000028152	1605
ENSMUSG00000028156	4466
ENSMUSG00000028158	220
ENSMUSG00000028159	2255
ENSMUSG00000028161	6919
ENSMUSG00000028163	4972
ENSMUSG00000028164	3338
ENSMUSG00000028165	3370
ENSMUSG00000028167	86
ENSMUSG00000028172	2
ENSMUSG00000028173	13460
ENSMUSG00000028174	0
ENSMUSG00000028175	30
ENSMUSG00000028176	9
ENSMUSG00000028177	13
ENSMUSG00000028179	63
ENSMUSG00000028180	5381
ENSMUSG00000028182	62
ENSMUSG00000028184	4903
ENSMUSG00000028185	5
ENSMUSG00000028186	0
ENSMUSG00000028187	1341
ENSMUSG00000028188	203
ENSMUSG00000028189	745
ENSMUSG00000028191	1787
ENSMUSG00000028194	338
ENSMUSG00000028195	1273
ENSMUSG00000028197	249
ENSMUSG00000028199	1337
ENSMUSG00000028207	8454
ENSMUSG00000028211	3384
ENSMUSG00000028212	220
ENSMUSG00000028214	3784
ENSMUSG00000028217	3
ENSMUSG00000028218	1252
ENSMUSG00000028221	2435
ENSMUSG00000028222	9
ENSMUSG00000028223	4059
ENSMUSG00000028224	1623
ENSMUSG00000028226	167
ENSMUSG00000028228	4838
ENSMUSG00000028229	669
ENSMUSG00000028232	1229
ENSMUSG00000028233	1233
ENSMUSG00000028234	12728
ENSMUSG00000028236	178
ENSMUSG00000028238	1684
ENSMUSG00000028240	0
ENSMUSG00000028243	1748
ENSMUSG00000028244	0
ENSMUSG00000028245	2222
ENSMUSG00000028246	99
ENSMUSG00000028247	906
ENSMUSG00000028248	12444
ENSMUSG00000028249	16047
ENSMUSG00000028251	323
ENSMUSG00000028252	1416
ENSMUSG00000028255	194
ENSMUSG00000028256	1367
ENSMUSG00000028259	56
ENSMUSG00000028261	1857
ENSMUSG00000028262	223
ENSMUSG00000028264	1
ENSMUSG00000028266	6371
ENSMUSG00000028268	1453
ENSMUSG00000028270	2783
ENSMUSG00000028271	1807
ENSMUSG00000028273	12182
ENSMUSG00000028274	1195
ENSMUSG00000028277	4162
ENSMUSG00000028278	6983
ENSMUSG00000028280	11
ENSMUSG00000028282	1051
ENSMUSG00000028284	4695
ENSMUSG00000028287	0
ENSMUSG00000028289	1930
ENSMUSG00000028291	2160
ENSMUSG00000028292	1137
ENSMUSG00000028293	1247
ENSMUSG00000028294	127
ENSMUSG00000028295	638
ENSMUSG00000028298	0
ENSMUSG00000028300	893
ENSMUSG00000028307	1
ENSMUSG00000028309	3606
ENSMUSG00000028310	0
ENSMUSG00000028312	746
ENSMUSG00000028314	0
ENSMUSG00000028318	455
ENSMUSG00000028322	776
ENSMUSG00000028327	246
ENSMUSG00000028328	5320
ENSMUSG00000028329	943
ENSMUSG00000028330	2791
ENSMUSG00000028331	422
ENSMUSG00000028332	11
ENSMUSG00000028333	4571
ENSMUSG00000028334	2592
ENSMUSG00000028337	592
ENSMUSG00000028339	2940
ENSMUSG00000028341	1204
ENSMUSG00000028343	5357
ENSMUSG00000028344	5635
ENSMUSG00000028345	1287
ENSMUSG00000028347	425
ENSMUSG00000028348	1894
ENSMUSG00000028351	0
ENSMUSG00000028354	593
ENSMUSG00000028356	0
ENSMUSG00000028357	0
ENSMUSG00000028358	753
ENSMUSG00000028359	39
ENSMUSG00000028360	2
ENSMUSG00000028362	145
ENSMUSG00000028364	11708
ENSMUSG00000028367	9547
ENSMUSG00000028369	1804
ENSMUSG00000028370	2675
ENSMUSG00000028373	141
ENSMUSG00000028378	3806
ENSMUSG00000028381	3243
ENSMUSG00000028382	8443
ENSMUSG00000028383	3585
ENSMUSG00000028385	469
ENSMUSG00000028386	427
ENSMUSG00000028389	442
ENSMUSG00000028391	271
ENSMUSG00000028392	5036
ENSMUSG00000028393	2523
ENSMUSG00000028394	1935
ENSMUSG00000028396	1645
ENSMUSG00000028397	1877
ENSMUSG00000028398	1317
ENSMUSG00000028399	1201
ENSMUSG00000028402	2489
ENSMUSG00000028403	3445
ENSMUSG00000028405	4286
ENSMUSG00000028407	284
ENSMUSG00000028409	3475
ENSMUSG00000028410	6429
ENSMUSG00000028411	1309
ENSMUSG00000028412	3411
ENSMUSG00000028413	4870
ENSMUSG00000028414	2428
ENSMUSG00000028415	0
ENSMUSG00000028416	7160
ENSMUSG00000028417	65
ENSMUSG00000028419	4241
ENSMUSG00000028420	1888
ENSMUSG00000028423	4088
ENSMUSG00000028426	8866
ENSMUSG00000028427	202
ENSMUSG00000028430	2187
ENSMUSG00000028431	1989
ENSMUSG00000028433	4940
ENSMUSG00000028434	7997
ENSMUSG00000028435	2395
ENSMUSG00000028436	2759
ENSMUSG00000028437	3587
ENSMUSG00000028438	125
ENSMUSG00000028439	1225
ENSMUSG00000028441	17
ENSMUSG00000028443	657
ENSMUSG00000028444	360
ENSMUSG00000028445	515
ENSMUSG00000028447	2225
ENSMUSG00000028451	18
ENSMUSG00000028452	21281
ENSMUSG00000028453	427
ENSMUSG00000028454	1430
ENSMUSG00000028455	2763
ENSMUSG00000028456	4375
ENSMUSG00000028457	49
ENSMUSG00000028458	3974
ENSMUSG00000028459	545
ENSMUSG00000028460	28
ENSMUSG00000028461	2040
ENSMUSG00000028463	51
ENSMUSG00000028464	82474
ENSMUSG00000028465	14520
ENSMUSG00000028466	3690
ENSMUSG00000028467	2191
ENSMUSG00000028468	4011
ENSMUSG00000028469	6282
ENSMUSG00000028470	1752
ENSMUSG00000028475	501
ENSMUSG00000028476	1306
ENSMUSG00000028478	8782
ENSMUSG00000028479	4271
ENSMUSG00000028480	1443
ENSMUSG00000028483	1184
ENSMUSG00000028484	2976
ENSMUSG00000028487	454
ENSMUSG00000028488	381
ENSMUSG00000028492	0
ENSMUSG00000028494	5761
ENSMUSG00000028495	10925
ENSMUSG00000028496	3242
ENSMUSG00000028497	875
ENSMUSG00000028514	5153
ENSMUSG00000028517	9704
ENSMUSG00000028518	4374
ENSMUSG00000028519	173
ENSMUSG00000028520	0
ENSMUSG00000028521	554
ENSMUSG00000028522	4176
ENSMUSG00000028523	1
ENSMUSG00000028524	65
ENSMUSG00000028525	2136
ENSMUSG00000028527	243
ENSMUSG00000028528	197
ENSMUSG00000028530	9903
ENSMUSG00000028532	2326
ENSMUSG00000028533	0
ENSMUSG00000028536	874
ENSMUSG00000028538	1687
ENSMUSG00000028539	579
ENSMUSG00000028540	562
ENSMUSG00000028541	450
ENSMUSG00000028542	2648
ENSMUSG00000028544	2231
ENSMUSG00000028545	516
ENSMUSG00000028546	4
ENSMUSG00000028549	372
ENSMUSG00000028550	874
ENSMUSG00000028551	867
ENSMUSG00000028552	5555
ENSMUSG00000028553	18
ENSMUSG00000028555	451
ENSMUSG00000028556	3872
ENSMUSG00000028557	6125
ENSMUSG00000028558	16
ENSMUSG00000028559	8693
ENSMUSG00000028560	2422
ENSMUSG00000028563	1454
ENSMUSG00000028565	3287
ENSMUSG00000028567	1972
ENSMUSG00000028568	1420
ENSMUSG00000028571	2
ENSMUSG00000028572	3810
ENSMUSG00000028573	626
ENSMUSG00000028575	24
ENSMUSG00000028576	863
ENSMUSG00000028577	3270
ENSMUSG00000028578	493
ENSMUSG00000028580	4290
ENSMUSG00000028581	3794
ENSMUSG00000028582	3423
ENSMUSG00000028583	976
ENSMUSG00000028584	197
ENSMUSG00000028587	25
ENSMUSG00000028589	0
ENSMUSG00000028590	0
ENSMUSG00000028591	94
ENSMUSG00000028593	0
ENSMUSG00000028597	400
ENSMUSG00000028599	1835
ENSMUSG00000028600	540
ENSMUSG00000028601	1826
ENSMUSG00000028602	2
ENSMUSG00000028603	7100
ENSMUSG00000028607	2187
ENSMUSG00000028608	2779
ENSMUSG00000028609	1507
ENSMUSG00000028610	0
ENSMUSG00000028612	3
ENSMUSG00000028613	179
ENSMUSG00000028614	764
ENSMUSG00000028617	3023
ENSMUSG00000028618	15952
ENSMUSG00000028619	1391
ENSMUSG00000028621	671
ENSMUSG00000028622	3453
ENSMUSG00000028626	484
ENSMUSG00000028629	584
ENSMUSG00000028630	2997
ENSMUSG00000028631	683
ENSMUSG00000028633	3105
ENSMUSG00000028634	1405
ENSMUSG00000028635	5
ENSMUSG00000028636	740
ENSMUSG00000028637	214
ENSMUSG00000028639	17021
ENSMUSG00000028640	270
ENSMUSG00000028641	1086
ENSMUSG00000028642	9
ENSMUSG00000028643	538
ENSMUSG00000028644	20
ENSMUSG00000028645	3550
ENSMUSG00000028646	3792
ENSMUSG00000028647	840
ENSMUSG00000028648	2455
ENSMUSG00000028649	12935
ENSMUSG00000028651	1228
ENSMUSG00000028653	609
ENSMUSG00000028654	460
ENSMUSG00000028655	174
ENSMUSG00000028656	13263
ENSMUSG00000028657	6065
ENSMUSG00000028661	4
ENSMUSG00000028664	309
ENSMUSG00000028668	3867
ENSMUSG00000028669	1535
ENSMUSG00000028670	4094
ENSMUSG00000028671	1540
ENSMUSG00000028672	1821
ENSMUSG00000028673	7320
ENSMUSG00000028675	5794
ENSMUSG00000028676	5443
ENSMUSG00000028677	4345
ENSMUSG00000028678	182
ENSMUSG00000028680	989
ENSMUSG00000028681	156
ENSMUSG00000028683	776
ENSMUSG00000028684	2192
ENSMUSG00000028687	200
ENSMUSG00000028688	845
ENSMUSG00000028689	552
ENSMUSG00000028690	913
ENSMUSG00000028691	29883
ENSMUSG00000028692	27589
ENSMUSG00000028693	1663
ENSMUSG00000028696	649
ENSMUSG00000028698	2745
ENSMUSG00000028699	9231
ENSMUSG00000028700	4884
ENSMUSG00000028701	3128
ENSMUSG00000028702	165
ENSMUSG00000028703	3140
ENSMUSG00000028706	1012
ENSMUSG00000028707	16
ENSMUSG00000028708	1721
ENSMUSG00000028709	793
ENSMUSG00000028710	1071
ENSMUSG00000028712	0
ENSMUSG00000028713	2175
ENSMUSG00000028715	4
ENSMUSG00000028716	2073
ENSMUSG00000028717	195
ENSMUSG00000028718	137
ENSMUSG00000028719	4318
ENSMUSG00000028729	2737
ENSMUSG00000028730	131
ENSMUSG00000028736	8
ENSMUSG00000028737	2301
ENSMUSG00000028738	1
ENSMUSG00000028741	977
ENSMUSG00000028743	2394
ENSMUSG00000028744	790
ENSMUSG00000028745	16034
ENSMUSG00000028747	5
ENSMUSG00000028749	331
ENSMUSG00000028750	42
ENSMUSG00000028751	3
ENSMUSG00000028753	0
ENSMUSG00000028755	603
ENSMUSG00000028756	2077
ENSMUSG00000028757	14265
ENSMUSG00000028758	79
ENSMUSG00000028759	13602
ENSMUSG00000028760	9215
ENSMUSG00000028763	11117
ENSMUSG00000028766	632
ENSMUSG00000028771	2187
ENSMUSG00000028772	1543
ENSMUSG00000028773	3001
ENSMUSG00000028776	8465
ENSMUSG00000028777	4
ENSMUSG00000028778	87
ENSMUSG00000028779	4229
ENSMUSG00000028780	1304
ENSMUSG00000028782	122
ENSMUSG00000028784	11
ENSMUSG00000028785	0
ENSMUSG00000028786	701
ENSMUSG00000028788	23073
ENSMUSG00000028789	240
ENSMUSG00000028790	4754
ENSMUSG00000028792	2351
ENSMUSG00000028793	2118
ENSMUSG00000028794	26
ENSMUSG00000028795	811
ENSMUSG00000028796	4879
ENSMUSG00000028797	5801
ENSMUSG00000028798	5481
ENSMUSG00000028799	1761
ENSMUSG00000028800	4871
ENSMUSG00000028801	65
ENSMUSG00000028803	4392
ENSMUSG00000028804	474
ENSMUSG00000028807	529
ENSMUSG00000028809	9371
ENSMUSG00000028811	2589
ENSMUSG00000028813	0
ENSMUSG00000028820	6396
ENSMUSG00000028821	4915
ENSMUSG00000028822	4085
ENSMUSG00000028825	0
ENSMUSG00000028826	4015
ENSMUSG00000028830	2956
ENSMUSG00000028832	1680
ENSMUSG00000028833	1827
ENSMUSG00000028834	2302
ENSMUSG00000028836	41
ENSMUSG00000028837	4046
ENSMUSG00000028838	923
ENSMUSG00000028840	536
ENSMUSG00000028841	1894
ENSMUSG00000028842	1986
ENSMUSG00000028843	5585
ENSMUSG00000028845	104
ENSMUSG00000028847	3555
ENSMUSG00000028848	657
ENSMUSG00000028849	7839
ENSMUSG00000028850	277
ENSMUSG00000028851	4836
ENSMUSG00000028854	2941
ENSMUSG00000028857	2198
ENSMUSG00000028859	520
ENSMUSG00000028860	2959
ENSMUSG00000028861	1731
ENSMUSG00000028862	1145
ENSMUSG00000028863	1622
ENSMUSG00000028864	174
ENSMUSG00000028865	196
ENSMUSG00000028868	6333
ENSMUSG00000028869	2522
ENSMUSG00000028871	110
ENSMUSG00000028873	271
ENSMUSG00000028874	595
ENSMUSG00000028876	1
ENSMUSG00000028878	2053
ENSMUSG00000028879	4560
ENSMUSG00000028882	1579
ENSMUSG00000028883	587
ENSMUSG00000028884	794
ENSMUSG00000028885	559
ENSMUSG00000028886	2431
ENSMUSG00000028889	1475
ENSMUSG00000028890	1405
ENSMUSG00000028893	1758
ENSMUSG00000028894	1886
ENSMUSG00000028896	661
ENSMUSG00000028898	1698
ENSMUSG00000028899	1845
ENSMUSG00000028901	1105
ENSMUSG00000028902	1790
ENSMUSG00000028906	7113
ENSMUSG00000028907	2259
ENSMUSG00000028909	1015
ENSMUSG00000028910	1269
ENSMUSG00000028911	4641
ENSMUSG00000028914	1830
ENSMUSG00000028917	5697
ENSMUSG00000028919	2547
ENSMUSG00000028920	1825
ENSMUSG00000028923	4017
ENSMUSG00000028926	615
ENSMUSG00000028927	3399
ENSMUSG00000028931	1897
ENSMUSG00000028932	4970
ENSMUSG00000028933	204
ENSMUSG00000028936	9618
ENSMUSG00000028937	2188
ENSMUSG00000028938	0
ENSMUSG00000028940	7
ENSMUSG00000028943	3415
ENSMUSG00000028944	2374
ENSMUSG00000028945	3723
ENSMUSG00000028946	0
ENSMUSG00000028948	1336
ENSMUSG00000028949	2647
ENSMUSG00000028950	14
ENSMUSG00000028952	815
ENSMUSG00000028953	4480
ENSMUSG00000028954	4526
ENSMUSG00000028955	3121
ENSMUSG00000028957	1052
ENSMUSG00000028958	1180
ENSMUSG00000028959	6180
ENSMUSG00000028960	3511
ENSMUSG00000028961	9967
ENSMUSG00000028962	4050
ENSMUSG00000028963	4
ENSMUSG00000028964	9601
ENSMUSG00000028965	3492
ENSMUSG00000028967	5265
ENSMUSG00000028969	2353
ENSMUSG00000028970	499
ENSMUSG00000028971	37
ENSMUSG00000028972	4
ENSMUSG00000028973	2255
ENSMUSG00000028974	1856
ENSMUSG00000028975	1550
ENSMUSG00000028976	26
ENSMUSG00000028977	3175
ENSMUSG00000028978	1034
ENSMUSG00000028979	171
ENSMUSG00000028980	12554
ENSMUSG00000028982	1144
ENSMUSG00000028986	1893
ENSMUSG00000028988	777
ENSMUSG00000028989	736
ENSMUSG00000028990	700
ENSMUSG00000028991	4036
ENSMUSG00000028992	545
ENSMUSG00000028995	1037
ENSMUSG00000028996	738
ENSMUSG00000028998	2627
ENSMUSG00000028999	1628
ENSMUSG00000029001	2899
ENSMUSG00000029003	672
ENSMUSG00000029004	6455
ENSMUSG00000029005	20
ENSMUSG00000029007	2165
ENSMUSG00000029009	1911
ENSMUSG00000029012	1066
ENSMUSG00000029014	1698
ENSMUSG00000029015	0
ENSMUSG00000029016	1785
ENSMUSG00000029017	3242
ENSMUSG00000029019	1
ENSMUSG00000029020	7956
ENSMUSG00000029022	674
ENSMUSG00000029026	98
ENSMUSG00000029027	416
ENSMUSG00000029028	2377
ENSMUSG00000029029	685
ENSMUSG00000029030	7933
ENSMUSG00000029032	2778
ENSMUSG00000029033	1526
ENSMUSG00000029034	1401
ENSMUSG00000029036	2147
ENSMUSG00000029038	3819
ENSMUSG00000029044	0
ENSMUSG00000029047	822
ENSMUSG00000029048	7439
ENSMUSG00000029049	489
ENSMUSG00000029050	7543
ENSMUSG00000029053	2356
ENSMUSG00000029054	22
ENSMUSG00000029055	2366
ENSMUSG00000029056	1932
ENSMUSG00000029059	1309
ENSMUSG00000029060	3009
ENSMUSG00000029061	416
ENSMUSG00000029062	4568
ENSMUSG00000029063	6747
ENSMUSG00000029064	17756
ENSMUSG00000029066	2059
ENSMUSG00000029068	9457
ENSMUSG00000029070	2986
ENSMUSG00000029071	6662
ENSMUSG00000029072	74
ENSMUSG00000029073	1178
ENSMUSG00000029074	643
ENSMUSG00000029075	117
ENSMUSG00000029076	22366
ENSMUSG00000029082	308
ENSMUSG00000029084	644
ENSMUSG00000029086	834
ENSMUSG00000029088	8
ENSMUSG00000029089	627
ENSMUSG00000029090	2805
ENSMUSG00000029092	13
ENSMUSG00000029093	849
ENSMUSG00000029094	2732
ENSMUSG00000029095	1245
ENSMUSG00000029096	4756
ENSMUSG00000029097	447
ENSMUSG00000029098	3832
ENSMUSG00000029101	1083
ENSMUSG00000029102	13
ENSMUSG00000029103	7571
ENSMUSG00000029104	3532
ENSMUSG00000029106	12752
ENSMUSG00000029108	799
ENSMUSG00000029110	4396
ENSMUSG00000029111	1243
ENSMUSG00000029112	0
ENSMUSG00000029119	7421
ENSMUSG00000029120	263
ENSMUSG00000029121	30
ENSMUSG00000029122	896
ENSMUSG00000029123	79
ENSMUSG00000029125	1358
ENSMUSG00000029126	686
ENSMUSG00000029127	366
ENSMUSG00000029128	2582
ENSMUSG00000029130	422
ENSMUSG00000029131	3494
ENSMUSG00000029134	524
ENSMUSG00000029135	6735
ENSMUSG00000029136	149
ENSMUSG00000029138	0
ENSMUSG00000029141	1262
ENSMUSG00000029145	1874
ENSMUSG00000029146	3367
ENSMUSG00000029147	4516
ENSMUSG00000029148	5117
ENSMUSG00000029149	1335
ENSMUSG00000029151	0
ENSMUSG00000029152	7264
ENSMUSG00000029153	1017
ENSMUSG00000029154	244
ENSMUSG00000029155	0
ENSMUSG00000029156	2227
ENSMUSG00000029158	675
ENSMUSG00000029161	1037
ENSMUSG00000029162	4975
ENSMUSG00000029163	1172
ENSMUSG00000029165	1681
ENSMUSG00000029166	5467
ENSMUSG00000029167	2434
ENSMUSG00000029168	1736
ENSMUSG00000029169	6437
ENSMUSG00000029171	1091
ENSMUSG00000029173	1112
ENSMUSG00000029174	7889
ENSMUSG00000029175	2696
ENSMUSG00000029176	3149
ENSMUSG00000029177	482
ENSMUSG00000029178	7831
ENSMUSG00000029179	674
ENSMUSG00000029182	18
ENSMUSG00000029184	0
ENSMUSG00000029185	2780
ENSMUSG00000029186	2226
ENSMUSG00000029188	5685
ENSMUSG00000029189	1337
ENSMUSG00000029190	5022
ENSMUSG00000029191	2365
ENSMUSG00000029192	5048
ENSMUSG00000029193	1
ENSMUSG00000029195	97
ENSMUSG00000029196	1656
ENSMUSG00000029198	2882
ENSMUSG00000029199	1555
ENSMUSG00000029201	2245
ENSMUSG00000029202	5056
ENSMUSG00000029203	3373
ENSMUSG00000029204	93
ENSMUSG00000029205	166
ENSMUSG00000029206	1990
ENSMUSG00000029207	1936
ENSMUSG00000029208	1938
ENSMUSG00000029209	1236
ENSMUSG00000029211	2
ENSMUSG00000029212	9
ENSMUSG00000029213	1809
ENSMUSG00000029217	1079
ENSMUSG00000029219	2
ENSMUSG00000029221	5503
ENSMUSG00000029223	862
ENSMUSG00000029227	3303
ENSMUSG00000029228	588
ENSMUSG00000029229	1297
ENSMUSG00000029231	2799
ENSMUSG00000029233	1393
ENSMUSG00000029234	3796
ENSMUSG00000029235	0
ENSMUSG00000029236	112
ENSMUSG00000029238	5418
ENSMUSG00000029245	23
ENSMUSG00000029246	1712
ENSMUSG00000029247	11990
ENSMUSG00000029248	0
ENSMUSG00000029249	2251
ENSMUSG00000029250	3593
ENSMUSG00000029253	1325
ENSMUSG00000029254	194
ENSMUSG00000029255	4
ENSMUSG00000029260	1
ENSMUSG00000029263	1651
ENSMUSG00000029265	2449
ENSMUSG00000029267	1347
ENSMUSG00000029268	0
ENSMUSG00000029269	25
ENSMUSG00000029270	2146
ENSMUSG00000029272	40
ENSMUSG00000029273	13
ENSMUSG00000029275	17
ENSMUSG00000029276	410
ENSMUSG00000029279	215
ENSMUSG00000029280	0
ENSMUSG00000029281	0
